Small_molecule	Large_molecule	Molecular_transformation	Correlation_index
C11H10O5N2	C17H20O5N2	C6H10	1
C12H13O5N	C17H20O5N2	C5H7N1	1
C14H10O3N2	C17H20O5N2	C3H10O2	1
C16H30O2	C17H20O5N2	C1H-10O3N2	1
C11H16O5N2	C17H20O5N2	C6H4	1
C16H32O2	C17H20O5N2	C1H-12O3N2	1
C11H15O6N	C17H20O5N2	C6H5O-1N1	1
C14H14O3N2	C17H20O5N2	C3H6O2	1
C11H18O5N2	C17H20O5N2	C6H2	1
C13H15O3N3	C17H20O5N2	C4H5O2N-1	1
C14H18O3N2	C17H20O5N2	C3H2O2	1
C12H14O5N2	C17H20O5N2	C5H6	1
C15H24O4	C17H20O5N2	C2H-4O1N2	1
C17H32O2	C17H20O5N2	H-12O3N2	1
C11H14O6N2	C17H20O5N2	C6H6O-1	1
C15H14O3N2	C17H20O5N2	C2H6O2	1
C16H32O3	C17H20O5N2	C1H-12O2N2	1
C15H15O4N	C17H20O5N2	C2H5O1N1	1
C10H14O7N2	C17H20O5N2	C7H6O-2	1
C14H14O4N2	C17H20O5N2	C3H6O1	1
C15H18O3N2	C17H20O5N2	C2H2O2	1
C13H12O5N2	C17H20O5N2	C4H8	1
C14H16O4N2	C17H20O5N2	C3H4O1	1
C12H20O7	C17H20O5N2	C5O-2N2	1
C14H15O5N	C17H20O5N2	C3H5N1	1
C14H18O4N2	C17H20O5N2	C3H2O1	1
C18H30O2	C17H20O5N2	C-1H-10O3N2	1
C14H20O4N2	C17H20O5N2	C3O1	1
C17H28O3	C17H20O5N2	H-8O2N2	1
C18H32O2	C17H20O5N2	C-1H-12O3N2	1
C17H30O3	C17H20O5N2	H-10O2N2	1
C15H16O4N2	C17H20O5N2	C2H4O1	1
C15H15O5N	C17H20O5N2	C2H5N1	1
C14H16O5N2	C17H20O5N2	C3H4	1
C15H19O5N	C17H20O5N2	C2H1N1	1
C13H14O6N2	C17H20O5N2	C4H6O-1	1
C18H30O3	C17H20O5N2	C-1H-10O2N2	1
C13H16O6N2	C17H20O5N2	C4H4O-1	1
C18H32O3	C17H20O5N2	C-1H-12O2N2	1
C13H19O5N3	C17H20O5N2	C4H1N-1	1
C14H18O7	C17H20O5N2	C3H2O-2N2	1
C13H21O5N3	C17H20O5N2	C4H-1N-1	1
C16H16O4N2	C17H20O5N2	C1H4O1	1
C13H20O6N2	C17H20O5N2	C4O-1	1
C16H18O4N2	C17H20O5N2	C1H2O1	1
C15H19O4N3	C17H20O5N2	C2H1O1N-1	1
C15H18O5N2	C17H20O5N2	C2H2	1
C15H20O5N2	C17H20O5N2	C2	1
C19H32O3	C17H20O5N2	C-2H-12O2N2	1
C15H19O6N	C17H20O5N2	C2H1O-1N1	1
C15H21O6N	C17H20O5N2	C2H-1O-1N1	1
C14H20O6N2	C17H20O5N2	C3O-1	1
C14H19O7N	C17H20O5N2	C3H1O-2N1	1
C16H17O4N3	C17H20O5N2	C1H3O1N-1	1
C17H20O4N2	C17H20O5N2	O1	1
C17H19O5N	C17H20O5N2	H1N1	1
C16H18O5N2	C17H20O5N2	C1H2	1
C16H20O5N2	C17H20O5N2	C1	1
C15H18O6N2	C17H20O5N2	C2H2O-1	1
C16H22O5N2	C17H20O5N2	C1H-2	1
C16H21O6N	C17H20O5N2	C1H-1O-1N1	1
C15H20O6N2	C17H20O5N2	C2O-1	1
C15H19O7N	C17H20O5N2	C2H1O-2N1	1
C18H31O4N	C17H20O5N2	C-1H-11O1N1	1
C18H18O4N2	C17H20O5N2	C-1H2O1	1
C19H34O4	C17H20O5N2	C-2H-14O1N2	1
C15H21O7N	C17H20O5N2	C2H-1O-2N1	1
C14H21O6N3	C17H20O5N2	C3H-1O-1N-1	1
C18H20O4N2	C17H20O5N2	C-1O1	1
C19H36O4	C17H20O5N2	C-2H-16O1N2	1
C14H19O8N	C17H20O5N2	C3H1O-3N1	1
C17H18O5N2	C17H20O5N2	H2	1
C8H12O4	C15H24O8	C7H12O4	1
C9H16O4	C15H24O8	C6H8O4	1
C12H20O2	C15H24O8	C3H4O6	1
C10H16O5	C15H24O8	C5H8O3	1
C9H14O6	C15H24O8	C6H10O2	1
C10H14O4N2	C15H24O8	C5H10O4N-2	1
C12H18O4	C15H24O8	C3H6O4	1
C10H16O6	C15H24O8	C5H8O2	1
C13H18O4	C15H24O8	C2H6O4	1
C11H13O5N	C15H24O8	C4H11O3N-1	1
C12H17O4N	C15H24O8	C3H7O4N-1	1
C11H18O4N2	C15H24O8	C4H6O4N-2	1
C11H16O6	C15H24O8	C4H8O2	1
C12H20O5	C15H24O8	C3H4O3	1
C10H16O7	C15H24O8	C5H8O1	1
C10H18O5S	C15H24O8	C5H6O3S-1	1
C13H20O5	C15H24O8	C2H4O3	1
C11H14O7	C15H24O8	C4H10O1	1
C13H22O5	C15H24O8	C2H2O3	1
C11H17O6N	C15H24O8	C4H7O2N-1	1
C11H19O6N	C15H24O8	C4H5O2N-1	1
C12H22O6	C15H24O8	C3H2O2	1
C13H15O5N	C15H24O8	C2H9O3N-1	1
C14H19O4N	C15H24O8	C1H5O4N-1	1
C14H20O5	C15H24O8	C1H4O3	1
C13H19O5N	C15H24O8	C2H5O3N-1	1
C13H18O6	C15H24O8	C2H6O2	1
C12H18O5N2	C15H24O8	C3H6O3N-2	1
C15H21O4N	C15H24O8	H3O4N-1	1
C14H21O5N	C15H24O8	C1H3O3N-1	1
C13H22O5N2	C15H24O8	C2H2O3N-2	1
C12H19O7N	C15H24O8	C3H5O1N-1	1
C13H23O6N	C15H24O8	C2H1O2N-1	1
C12H20O8	C15H24O8	C3H4	1
C13H24O7	C15H24O8	C2O1	1
C12H11O8N	C15H24O8	C3H13N-1	1
C15H22O6	C15H24O8	H2O2	1
C12H13O8N	C15H24O8	C3H11N-1	1
C15H25O5N	C15H24O8	H-1O3N-1	1
C15H24O6	C15H24O8	O2	1
C18H36O3	C15H24O8	C-3H-12O5	1
C14H23O6N	C15H24O8	C1H1O2N-1	1
C14H24O7	C15H24O8	C1O1	1
C16H21O5N	C15H24O8	C-1H3O3N-1	1
C15H22O5N2	C15H24O8	H2O3N-2	1
C13H13O8N	C15H24O8	C2H11N-1	1
C15H20O7	C15H24O8	H4O1	1
C15H23O6N	C15H24O8	H1O2N-1	1
C14H23O7N	C15H24O8	C1H1O1N-1	1
C14H22O8	C15H24O8	C1H2	1
C15H26O7	C15H24O8	H-2O1	1
C17H21O5N	C15H24O8	C-2H3O3N-1	1
C14H25O7N	C15H24O8	C1H-1O1N-1	1
C14H26O8	C15H24O8	C1H-2	1
C17H26O6	C15H24O8	C-2H-2O2	1
C16H25O6N	C15H24O8	C-1H-1O2N-1	1
C15H23O7N	C15H24O8	H1O1N-1	1
C16H26O7	C15H24O8	C-1H-2O1	1
C15H25O7N	C15H24O8	H-1O1N-1	1
C10H16O4N2	C14H24O7N2	C4H8O3	1
C11H18O4N2	C14H24O7N2	C3H6O3	1
C10H19O4N3	C14H24O7N2	C4H5O3N-1	1
C10H18O5N2	C14H24O7N2	C4H6O2	1
C11H14O5N2	C14H24O7N2	C3H10O2	1
C15H26O3	C14H24O7N2	C-1H-2O4N2	1
C11H16O5N2	C14H24O7N2	C3H8O2	1
C11H18O5N2	C14H24O7N2	C3H6O2	1
C11H20O5N2	C14H24O7N2	C3H4O2	1
C13H20O4N2	C14H24O7N2	C1H4O3	1
C16H28O3	C14H24O7N2	C-2H-4O4N2	1
C12H18O5N2	C14H24O7N2	C2H6O2	1
C12H20O5N2	C14H24O7N2	C2H4O2	1
C12H22O5N2	C14H24O7N2	C2H2O2	1
C12H21O6N	C14H24O7N2	C2H3O1N1	1
C11H19O7N	C14H24O7N2	C3H5N1	1
C14H16O6	C14H24O7N2	H8O1N2	1
C17H30O3	C14H24O7N2	C-3H-6O4N2	1
C13H20O5N2	C14H24O7N2	C1H4O2	1
C12H19O5N3	C14H24O7N2	C2H5O2N-1	1
C13H22O5N2	C14H24O7N2	C1H2O2	1
C12H20O6N2	C14H24O7N2	C2H4O1	1
C12H19O7N	C14H24O7N2	C2H5N1	1
C12H23O5N3	C14H24O7N2	C2H1O2N-1	1
C14H19O4N3	C14H24O7N2	H5O3N-1	1
C15H22O4N2	C14H24O7N2	C-1H2O3	1
C13H16O6N2	C14H24O7N2	C1H8O1	1
C14H20O5N2	C14H24O7N2	H4O2	1
C13H19O5N3	C14H24O7N2	C1H5O2N-1	1
C14H22O5N2	C14H24O7N2	H2O2	1
C13H21O5N3	C14H24O7N2	C1H3O2N-1	1
C14H25O4N3	C14H24O7N2	H-1O3N-1	1
C13H20O6N2	C14H24O7N2	C1H4O1	1
C17H32O4	C14H24O7N2	C-3H-8O3N2	1
C12H19O6N3	C14H24O7N2	C2H5O1N-1	1
C14H23O6N	C14H24O7N2	H1O1N1	1
C13H22O6N2	C14H24O7N2	C1H2O1	1
C14H19O5N3	C14H24O7N2	H5O2N-1	1
C15H22O5N2	C14H24O7N2	C-1H2O2	1
C11H21O7NS	C14H24O7N2	C3H3N1S-1	1
C14H21O5N3	C14H24O7N2	H3O2N-1	1
C14H20O6N2	C14H24O7N2	H4O1	1
C14H24O6N2	C14H24O7N2	O1	1
C14H23O7N	C14H24O7N2	H1N1	1
C16H21O4N3	C14H24O7N2	C-2H3O3N-1	1
C15H21O5N3	C14H24O7N2	C-1H3O2N-1	1
C15H20O6N2	C14H24O7N2	C-1H4O1	1
C15H23O5N3	C14H24O7N2	C-1H1O2N-1	1
C15H22O6N2	C14H24O7N2	C-1H2O1	1
C14H21O6N3	C14H24O7N2	H3O1N-1	1
C14H23O6N3	C14H24O7N2	H1O1N-1	1
C14H25O6N3	C14H24O7N2	H-1O1N-1	1
C11H14O3	C19H24O5	C8H10O2	1
C9H8O5	C19H24O5	C10H16	1
C11H12O2N2	C19H24O5	C8H12O3N-2	1
C10H9O4N	C19H24O5	C9H15O1N-1	1
C10H8O5	C19H24O5	C9H16	1
C9H8O6	C19H24O5	C10H16O-1	1
C11H9O4N	C19H24O5	C8H15O1N-1	1
C11H10O5	C19H24O5	C8H14	1
C12H14O4	C19H24O5	C7H10O1	1
C12H18O4	C19H24O5	C7H6O1	1
C12H10O5	C19H24O5	C7H14	1
C13H17O3N	C19H24O5	C6H7O2N-1	1
C11H8O6	C19H24O5	C8H16O-1	1
C11H10O6	C19H24O5	C8H14O-1	1
C12H10O6	C19H24O5	C7H14O-1	1
C13H14O5	C19H24O5	C6H10	1
C11H9O6N	C19H24O5	C8H15O-1N-1	1
C13H20O5	C19H24O5	C6H4	1
C16H32O2	C19H24O5	C3H-8O3	1
C15H14O4	C19H24O5	C4H10O1	1
C13H22O5	C19H24O5	C6H2	1
C12H9O6N	C19H24O5	C7H15O-1N-1	1
C14H20O5	C19H24O5	C5H4	1
C13H18O6	C19H24O5	C6H6O-1	1
C12H18O7	C19H24O5	C7H6O-2	1
C15H16O5	C19H24O5	C4H8	1
C16H22O4	C19H24O5	C3H2O1	1
C14H22O6	C19H24O5	C5H2O-1	1
C16H19O4N	C19H24O5	C3H5O1N-1	1
C13H23O6N	C19H24O5	C6H1O-1N-1	1
C16H24O5	C19H24O5	C3	1
C15H25O5N	C19H24O5	C4H-1N-1	1
C17H19O4N	C19H24O5	C2H5O1N-1	1
C14H12O6N2	C19H24O5	C5H12O-1N-2	1
C17H22O5	C19H24O5	C2H2	1
C19H19O3N	C19H24O5	H5O2N-1	1
C16H12O5N2	C19H24O5	C3H12N-2	1
C19H26O4	C19H24O5	H-2O1	1
C17H21O5N	C19H24O5	C2H3N-1	1
C17H22O6	C19H24O5	C2H2O-1	1
C18H26O5	C19H24O5	C1H-2	1
C14H13O8N	C19H24O5	C5H11O-3N-1	1
C17H24O6	C19H24O5	C2O-1	1
C14H15O8N	C19H24O5	C5H9O-3N-1	1
C16H25O6N	C19H24O5	C3H-1O-1N-1	1
C7H13O3NS	C16H28O5S	C9H15O2N-1	1
C7H12O4S	C16H28O5S	C9H16O1	1
C8H14O4S	C16H28O5S	C8H14O1	1
C7H12O5S	C16H28O5S	C9H16	1
C8H11O4NS	C16H28O5S	C8H17O1N-1	1
C8H12O5S	C16H28O5S	C8H16	1
C8H9O5NS	C16H28O5S	C8H19N-1	1
C8H11O5NS	C16H28O5S	C8H17N-1	1
C9H14O5S	C16H28O5S	C7H14	1
C8H12O6S	C16H28O5S	C8H16O-1	1
C8H14O6S	C16H28O5S	C8H14O-1	1
C9H8O4N2S	C16H28O5S	C7H20O1N-2	1
C9H10O6S	C16H28O5S	C7H18O-1	1
C12H22O3S	C16H28O5S	C4H6O2	1
C9H12O6S	C16H28O5S	C7H16O-1	1
C10H16O5S	C16H28O5S	C6H12	1
C8H11O6NS	C16H28O5S	C8H17O-1N-1	1
C10H18O5S	C16H28O5S	C6H10	1
C9H11O6NS	C16H28O5S	C7H17O-1N-1	1
C10H14O6S	C16H28O5S	C6H14O-1	1
C12H22O4S	C16H28O5S	C4H6O1	1
C9H13O6NS	C16H28O5S	C7H15O-1N-1	1
C11H22O5S	C16H28O5S	C5H6	1
C11H12O4N2S	C16H28O5S	C5H16O1N-2	1
C10H13O6NS	C16H28O5S	C6H15O-1N-1	1
C9H11O7NS	C16H28O5S	C7H17O-2N-1	1
C12H14O4N2S	C16H28O5S	C4H14O1N-2	1
C11H11O6NS	C16H28O5S	C5H17O-1N-1	1
C10H12O6N2S	C16H28O5S	C6H16O-1N-2	1
C14H24O4S	C16H28O5S	C2H4O1	1
C10H11O7NS	C16H28O5S	C6H17O-2N-1	1
C11H15O6NS	C16H28O5S	C5H13O-1N-1	1
C14H26O4S	C16H28O5S	C2H2O1	1
C16H20O5	C16H28O5S	H8S1	1
C17H24O4	C16H28O5S	C-1H4O1S1	1
C13H26O5S	C16H28O5S	C3H2	1
C10H16O8S	C16H28O5S	C6H12O-3	1
C12H24O6S	C16H28O5S	C4H4O-1	1
C17H28O4	C16H28O5S	C-1O1S1	1
C16H26O3S	C16H28O5S	H2O2	1
C12H13O6NS	C16H28O5S	C4H15O-1N-1	1
C11H12O6N2S	C16H28O5S	C5H16O-1N-2	1
C16H28O3S	C16H28O5S	O2	1
C11H11O7NS	C16H28O5S	C5H17O-2N-1	1
C11H13O7NS	C16H28O5S	C5H15O-2N-1	1
C11H12O8S	C16H28O5S	C5H16O-3	1
C14H24O5S	C16H28O5S	C2H4	1
C14H26O5S	C16H28O5S	C2H2	1
C17H28O3S	C16H28O5S	C-1O2	1
C12H13O7NS	C16H28O5S	C4H15O-2N-1	1
C12H16O6N2S	C16H28O5S	C4H12O-1N-2	1
C15H24O5S	C16H28O5S	C1H4	1
C16H28O4S	C16H28O5S	O1	1
C11H14O7N2S	C16H28O5S	C5H14O-2N-2	1
C15H26O5S	C16H28O5S	C1H2	1
C11H13O8NS	C16H28O5S	C5H15O-3N-1	1
C12H16O8S	C16H28O5S	C4H12O-3	1
C11H17O8NS	C16H28O5S	C5H11O-3N-1	1
C14H28O6S	C16H28O5S	C2O-1	1
C17H28O4S	C16H28O5S	C-1O1	1
C13H14O8S	C16H28O5S	C3H14O-3	1
C12H14O7N2S	C16H28O5S	C4H14O-2N-2	1
C16H26O5S	C16H28O5S	H2	1
C12H12O9S	C16H28O5S	C4H16O-4	1
C12H16O7N2S	C16H28O5S	C4H12O-2N-2	1
C8H11O6NS	C13H24O6N4	C5H13N3S-1	1
C11H21O5N3	C13H24O6N4	C2H3O1N1	1
C13H16O5N2	C13H24O6N4	H8O1N2	1
C12H20O5N4	C13H24O6N4	C1H4O1	1
C8H14O4	C16H28O7	C8H14O3	1
C9H14O4	C16H28O7	C7H14O3	1
C8H13O4N	C16H28O7	C8H15O3N-1	1
C10H20O4	C16H28O7	C6H8O3	1
C9H9O5N	C16H28O7	C7H19O2N-1	1
C8H8O5N2	C16H28O7	C8H20O2N-2	1
C12H20O3	C16H28O7	C4H8O4	1
C8H11O6N	C16H28O7	C8H17O1N-1	1
C10H18O5	C16H28O7	C6H10O2	1
C9H10O5N2	C16H28O7	C7H18O2N-2	1
C11H20O5	C16H28O7	C5H8O2	1
C9H14O7	C16H28O7	C7H14	1
C14H22O3	C16H28O7	C2H6O4	1
C12H17O4N	C16H28O7	C4H11O3N-1	1
C9H12O6N2	C16H28O7	C7H16O1N-2	1
C13H24O4	C16H28O7	C3H4O3	1
C12H22O5	C16H28O7	C4H6O2	1
C11H20O6	C16H28O7	C5H8O1	1
C11H10O5N2	C16H28O7	C5H18O2N-2	1
C11H12O5N2	C16H28O7	C5H16O2N-2	1
C13H18O5	C16H28O7	C3H10O2	1
C14H22O4	C16H28O7	C2H6O3	1
C13H20O5	C16H28O7	C3H8O2	1
C12H18O6	C16H28O7	C4H10O1	1
C14H26O4	C16H28O7	C2H2O3	1
C12H21O5N	C16H28O7	C4H7O2N-1	1
C10H14O8	C16H28O7	C6H14O-1	1
C12H12O5N2	C16H28O7	C4H16O2N-2	1
C14H19O4N	C16H28O7	C2H9O3N-1	1
C11H12O6N2	C16H28O7	C5H16O1N-2	1
C15H24O4	C16H28O7	C1H4O3	1
C14H23O4N	C16H28O7	C2H5O3N-1	1
C14H24O5	C16H28O7	C2H4O2	1
C13H23O5N	C16H28O7	C3H5O2N-1	1
C13H22O6	C16H28O7	C3H6O1	1
C14H26O5	C16H28O7	C2H2O2	1
C12H20O7	C16H28O7	C4H8	1
C15H25O4N	C16H28O7	C1H3O3N-1	1
C11H12O7N2	C16H28O7	C5H16N-2	1
C11H15O6N3	C16H28O7	C5H13O1N-3	1
C14H23O5N	C16H28O7	C2H5O2N-1	1
C11H13O8N	C16H28O7	C5H15O-1N-1	1
C11H15O8N	C16H28O7	C5H13O-1N-1	1
C13H23O6N	C16H28O7	C3H5O1N-1	1
C16H23O4N	C16H28O7	H5O3N-1	1
C13H16O6N2	C16H28O7	C3H12O1N-2	1
C15H20O6	C16H28O7	C1H8O1	1
C13H15O7N	C16H28O7	C3H13N-1	1
C12H15O6N3	C16H28O7	C4H13O1N-3	1
C12H14O7N2	C16H28O7	C4H14N-2	1
C16H26O5	C16H28O7	H2O2	1
C15H25O5N	C16H28O7	C1H3O2N-1	1
C16H29O4N	C16H28O7	H-1O3N-1	1
C15H24O6	C16H28O7	C1H4O1	1
C16H28O5	C16H28O7	O2	1
C14H23O6N	C16H28O7	C2H5O1N-1	1
C15H27O5N	C16H28O7	C1H1O2N-1	1
C11H14O8N2	C16H28O7	C5H14O-1N-2	1
C15H26O6	C16H28O7	C1H2O1	1
C16H30O5	C16H28O7	H-2O2	1
C14H25O6N	C16H28O7	C2H3O1N-1	1
C11H16O8N2	C16H28O7	C5H12O-1N-2	1
C14H26O7	C16H28O7	C2H2	1
C14H13O7N	C16H28O7	C2H15N-1	1
C17H27O4N	C16H28O7	C-1H1O3N-1	1
C13H14O7N2	C16H28O7	C3H14N-2	1
C14H18O6N2	C16H28O7	C2H10O1N-2	1
C15H22O5N2	C16H28O7	C1H6O2N-2	1
C14H17O7N	C16H28O7	C2H11N-1	1
C16H25O5N	C16H28O7	H3O2N-1	1
C13H16O7N2	C16H28O7	C3H12N-2	1
C16H24O6	C16H28O7	H4O1	1
C17H28O5	C16H28O7	C-1O2	1
C20H40O2	C16H28O7	C-4H-12O5	1
C16H27O5N	C16H28O7	H1O2N-1	1
C12H14O8N2	C16H28O7	C4H14O-1N-2	1
C12H13O9N	C16H28O7	C4H15O-2N-1	1
C15H25O6N	C16H28O7	C1H3O1N-1	1
C12H16O8N2	C16H28O7	C4H12O-1N-2	1
C15H24O7	C16H28O7	C1H4	1
C16H28O6	C16H28O7	O1	1
C12H15O9N	C16H28O7	C4H13O-2N-1	1
C15H27O6N	C16H28O7	C1H1O1N-1	1
C16H30O6	C16H28O7	H-2O1	1
C15H28O7	C16H28O7	C1	1
C18H27O4N	C16H28O7	C-2H1O3N-1	1
C14H14O7N2	C16H28O7	C2H14N-2	1
C14H26O6S	C16H28O7	C2H2O1S-1	1
C14H13O8N	C16H28O7	C2H15O-1N-1	1
C15H20O6N2	C16H28O7	C1H8O1N-2	1
C17H24O6	C16H28O7	C-1H4O1	1
C17H27O5N	C16H28O7	C-1H1O2N-1	1
C13H14O8N2	C16H28O7	C3H14O-1N-2	1
C17H26O6	C16H28O7	C-1H2O1	1
C18H30O5	C16H28O7	C-2H-2O2	1
C13H13O9N	C16H28O7	C3H15O-2N-1	1
C17H29O5N	C16H28O7	C-1H-1O2N-1	1
C13H16O8N2	C16H28O7	C3H12O-1N-2	1
C17H28O6	C16H28O7	C-1O1	1
C13H15O9N	C16H28O7	C3H13O-2N-1	1
C16H27O6N	C16H28O7	H1O1N-1	1
C16H26O7	C16H28O7	H2	1
C17H30O6	C16H28O7	C-1H-2O1	1
C10H9O2N	C20H28O4	C10H19O2N-1	1
C10H12O4	C20H28O4	C10H16	1
C11H9O3N	C20H28O4	C9H19O1N-1	1
C12H12O4	C20H28O4	C8H16	1
C11H10O5	C20H28O4	C9H18O-1	1
C12H14O4	C20H28O4	C8H14	1
C13H10O2N2	C20H28O4	C7H18O2N-2	1
C12H11O4N	C20H28O4	C8H17N-1	1
C13H14O4	C20H28O4	C7H14	1
C11H9O5N	C20H28O4	C9H19O-1N-1	1
C12H12O5	C20H28O4	C8H16O-1	1
C12H8O6	C20H28O4	C8H20O-2	1
C13H12O5	C20H28O4	C7H16O-1	1
C14H16O4	C20H28O4	C6H12	1
C15H20O3	C20H28O4	C5H8O1	1
C12H11O5N	C20H28O4	C8H17O-1N-1	1
C12H10O6	C20H28O4	C8H18O-2	1
C11H10O5N2	C20H28O4	C9H18O-1N-2	1
C13H14O5	C20H28O4	C7H14O-1	1
C15H22O3	C20H28O4	C5H6O1	1
C11H9O6N	C20H28O4	C9H19O-2N-1	1
C12H13O5N	C20H28O4	C8H15O-1N-1	1
C12H12O6	C20H28O4	C8H16O-2	1
C14H10O3N2	C20H28O4	C6H18O1N-2	1
C12H14O6	C20H28O4	C8H14O-2	1
C14H14O5	C20H28O4	C6H14O-1	1
C12H9O6N	C20H28O4	C8H19O-2N-1	1
C13H13O5N	C20H28O4	C7H15O-1N-1	1
C12H12O5N2	C20H28O4	C8H16O-1N-2	1
C15H22O4	C20H28O4	C5H6	1
C15H14O3N2	C20H28O4	C5H14O1N-2	1
C14H22O5	C20H28O4	C6H6O-1	1
C13H22O6	C20H28O4	C7H6O-2	1
C13H12O5N2	C20H28O4	C7H16O-1N-2	1
C13H11O6N	C20H28O4	C7H17O-2N-1	1
C13H10O7	C20H28O4	C7H18O-3	1
C13H14O5N2	C20H28O4	C7H14O-1N-2	1
C17H26O3	C20H28O4	C3H2O1	1
C15H26O5	C20H28O4	C5H2O-1	1
C15H15O5N	C20H28O4	C5H13O-1N-1	1
C18H26O3	C20H28O4	C2H2O1	1
C14H13O6N	C20H28O4	C6H15O-2N-1	1
C13H12O6N2	C20H28O4	C7H16O-2N-2	1
C17H24O4	C20H28O4	C3H4	1
C13H14O6N2	C20H28O4	C7H14O-2N-2	1
C17H26O4	C20H28O4	C3H2	1
C13H13O7N	C20H28O4	C7H15O-3N-1	1
C14H16O7	C20H28O4	C6H12O-3	1
C16H26O3S	C20H28O4	C4H2O1S-1	1
C17H17O4N	C20H28O4	C3H11N-1	1
C16H28O5	C20H28O4	C4O-1	1
C15H13O6N	C20H28O4	C5H15O-2N-1	1
C14H12O6N2	C20H28O4	C6H16O-2N-2	1
C14H14O6N2	C20H28O4	C6H14O-2N-2	1
C14H13O7N	C20H28O4	C6H15O-3N-1	1
C16H10O7	C20H28O4	C4H18O-3	1
C16H12O7	C20H28O4	C4H16O-3	1
C16H15O6N	C20H28O4	C4H13O-2N-1	1
C19H26O4	C20H28O4	C1H2	1
C20H30O3	C20H28O4	H-2O1	1
C15H13O7N	C20H28O4	C5H15O-3N-1	1
C15H16O6N2	C20H28O4	C5H12O-2N-2	1
C19H28O4	C20H28O4	C1	1
C15H15O7N	C20H28O4	C5H13O-3N-1	1
C14H14O7N2	C20H28O4	C6H14O-3N-2	1
C14H13O8N	C20H28O4	C6H15O-4N-1	1
C15H17O7N	C20H28O4	C5H11O-3N-1	1
C14H16O7N2	C20H28O4	C6H12O-3N-2	1
C15H19O7N	C20H28O4	C5H9O-3N-1	1
C17H14O5N2	C20H28O4	C3H14O-1N-2	1
C17H16O5N2	C20H28O4	C3H12O-1N-2	1
C17H15O6N	C20H28O4	C3H13O-2N-1	1
C16H15O5N3	C20H28O4	C4H13O-1N-3	1
C17H14O7	C20H28O4	C3H14O-3	1
C16H16O6N2	C20H28O4	C4H12O-2N-2	1
C8H15O3N	C17H32O6	C9H17O3N-1	1
C8H14O4	C17H32O6	C9H18O2	1
C7H12O4S	C17H32O6	C10H20O2S-1	1
C9H16O5	C17H32O6	C8H16O1	1
C12H24O3	C17H32O6	C5H8O3	1
C8H11O6N	C17H32O6	C9H21N-1	1
C9H15O5N	C17H32O6	C8H17O1N-1	1
C9H14O6	C17H32O6	C8H18	1
C9H10O5N2	C17H32O6	C8H22O1N-2	1
C10H14O4N2	C17H32O6	C7H18O2N-2	1
C9H12O5N2	C17H32O6	C8H20O1N-2	1
C13H24O3	C17H32O6	C4H8O3	1
C9H11O6N	C17H32O6	C8H21N-1	1
C9H13O6N	C17H32O6	C8H19N-1	1
C9H15O6N	C17H32O6	C8H17N-1	1
C10H18O6	C17H32O6	C7H14	1
C11H14O4N2	C17H32O6	C6H18O2N-2	1
C14H22O3	C17H32O6	C3H10O3	1
C10H12O5N2	C17H32O6	C7H20O1N-2	1
C10H10O7	C17H32O6	C7H22O-1	1
C9H12O6N2	C17H32O6	C8H20N-2	1
C10H16O5N2	C17H32O6	C7H16O1N-2	1
C13H24O4	C17H32O6	C4H8O2	1
C9H11O7N	C17H32O6	C8H21O-1N-1	1
C10H14O7	C17H32O6	C7H18O-1	1
C9H12O8	C17H32O6	C8H20O-2	1
C10H16O7	C17H32O6	C7H16O-1	1
C11H20O6	C17H32O6	C6H12	1
C11H12O5N2	C17H32O6	C6H20O1N-2	1
C14H22O4	C17H32O6	C3H10O2	1
C15H26O3	C17H32O6	C2H6O3	1
C10H12O6N2	C17H32O6	C7H20N-2	1
C14H24O4	C17H32O6	C3H8O2	1
C15H28O3	C17H32O6	C2H4O3	1
C10H11O7N	C17H32O6	C7H21O-1N-1	1
C11H15O6N	C17H32O6	C6H17N-1	1
C10H14O6N2	C17H32O6	C7H18N-2	1
C14H26O4	C17H32O6	C3H6O2	1
C15H30O3	C17H32O6	C2H2O3	1
C10H13O7N	C17H32O6	C7H19O-1N-1	1
C10H16O6N2	C17H32O6	C7H16N-2	1
C10H15O7N	C17H32O6	C7H17O-1N-1	1
C10H14O8	C17H32O6	C7H18O-2	1
C11H18O7	C17H32O6	C6H14O-1	1
C10H17O7N	C17H32O6	C7H15O-1N-1	1
C12H12O5N2	C17H32O6	C5H20O1N-2	1
C12H14O5N2	C17H32O6	C5H18O1N-2	1
C12H26O4S	C17H32O6	C5H6O2S-1	1
C11H12O6N2	C17H32O6	C6H20N-2	1
C16H28O3	C17H32O6	C1H4O3	1
C15H26O4	C17H32O6	C2H6O2	1
C11H16O6N2	C17H32O6	C6H16N-2	1
C15H28O4	C17H32O6	C2H4O2	1
C11H15O7N	C17H32O6	C6H17O-1N-1	1
C10H14O7N2	C17H32O6	C7H18O-1N-2	1
C14H26O5	C17H32O6	C3H6O1	1
C11H17O7N	C17H32O6	C6H15O-1N-1	1
C13H24O6	C17H32O6	C4H8	1
C13H14O5N2	C17H32O6	C4H18O1N-2	1
C13H15O6N	C17H32O6	C4H17N-1	1
C13H18O5N2	C17H32O6	C4H14O1N-2	1
C11H12O7N2	C17H32O6	C6H20O-1N-2	1
C12H16O6N2	C17H32O6	C5H16N-2	1
C15H24O5	C17H32O6	C2H8O1	1
