formula,C,H,N,O,S,molecular_weight,H.C,O.C,N.C,S.C,DBE,DBEO,DBEAI,DBEAImod,NOSC,Gibbs,AI,AImod,KDF_CH2,Y_met,classification,WZ0616E,WZ0714I,WZ0714E,WZ0728E,WZ0811E,WZ0825E,WZ0915E,BJ0613E,QQ0615E,QH0615E,JZ0617E,CS0617E,FS0617E,QQ0627E,QH0629E,JZ0701E,CS0701E,FS0702E,BJ0704E,QH0714E,QH0714I,JZ0715I,JZ0715E,CS0715I,CS0715E,FS0716I,FS0716E,QQ0718I,QQ0718E,BJ0718I,BJ0718E,QH0720E,JZ0729E,FS0729E,QQ0801E,BJ0801E,QH0803E,BJ0815E,QQ0815E,QH0817E,JZ0819E,FS0819E,CS0825E,CS0908E,QQ0913E,BJ0919E,CS0917E,JZ0916E,FS0916E
C16H15O5N,16,15,1,5,0,301.095024,0.9375,0.3125,0.0625,0,10,5,4,6.5,-0.125,63.8625,0.4,0.52,-0.241181394,0.125300069,lignin,0.000248497,0.000117596,0.000199738,0.000195173,0.000225272,0.000183438,0.000217659,0.000111837,8.08E-05,0,8.93E-05,9.46E-05,6.26E-05,0.000112281,4.24E-05,8.66E-05,7.40E-05,6.33E-05,9.53E-05,0,0,0,7.22E-05,4.30E-05,7.16E-05,7.38E-05,6.21E-05,0,7.48E-05,0,8.96E-05,4.99E-05,7.41E-05,7.08E-05,7.60E-05,0.000112443,7.72E-05,0.000105502,7.45E-05,0,6.52E-05,7.10E-05,0,9.25E-05,9.67E-05,9.84E-05,6.77E-05,5.22E-05,8.69E-05
C16H15O5N3,16,15,3,5,0,329.101172,0.9375,0.3125,0.1875,0,11,6,3,5.5,0.25,53.175,0.375,0.523809524,-0.266305309,0.135848829,lignin,9.24E-05,0,0,0,0,0,0,7.04E-05,5.72E-05,5.17E-05,6.30E-05,5.93E-05,5.82E-05,0,0,5.00E-05,0,5.44E-05,5.10E-05,0,0,0,4.75E-05,0,0,0,0,0,0,0,5.29E-05,0,4.36E-05,0,8.30E-05,4.51E-05,0,0,4.41E-05,0,0,0,0,6.60E-05,0,5.95E-05,5.36E-05,4.23E-05,9.92E-05
C16H15O5NS,16,15,1,5,1,333.067095,0.9375,0.3125,0.0625,0.0625,10,5,3,5.5,0,60.3,0.333333333,0.47826087,-0.304810694,0.116099138,lignin,5.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H15O6N,16,15,1,6,0,317.089939,0.9375,0.375,0.0625,0,10,4,3,6,0,60.3,0.333333333,0.5,-0.264126459,0.127562774,lignin,0.000331821,0.000182501,0.0002277,0.000233847,0.000222385,0.000219821,0.000324991,0.000160721,0.000121762,9.91E-05,0.000105415,0.000111948,0.000117648,0.000110166,8.34E-05,0.000103399,0.000118167,8.50E-05,0.000134084,6.26E-05,0,0,9.01E-05,0,8.63E-05,7.95E-05,9.89E-05,8.66E-05,9.54E-05,0,0.000148992,5.72E-05,0.000112379,0.000103912,9.49E-05,0.000136456,6.43E-05,0.000118823,8.82E-05,7.09E-05,9.94E-05,0.000109236,6.48E-05,0.000112665,0.000138442,0.000140363,9.42E-05,8.47E-05,0.000136725
C16H15O6N3,16,15,3,6,0,345.096087,0.9375,0.375,0.1875,0,11,5,2,5,0.375,49.6125,0.285714286,0.5,-0.289250374,0.13958957,lignin,0,0,6.61E-05,6.12E-05,6.15E-05,5.48E-05,6.82E-05,6.44E-05,6.28E-05,4.59E-05,0,0,0,0,4.31E-05,7.17E-05,0,0,0,0,0,0,0,0,0,0,8.47E-05,0,5.78E-05,0,5.46E-05,4.23E-05,4.86E-05,0,7.60E-05,5.95E-05,0,0,0,0,0,0,0,5.59E-05,0,6.51E-05,0,5.59E-05,9.32E-05
C16H15O6NS,16,15,1,6,1,349.06201,0.9375,0.375,0.0625,0.0625,10,4,2,5,0.125,56.7375,0.25,0.454545455,-0.327755759,0.118820389,lignin,0.000187799,0,9.91E-05,9.63E-05,9.57E-05,9.17E-05,7.57E-05,4.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05E-05,0,0,0,0,5.24E-05,0,0,0
C16H15O7N,16,15,1,7,0,333.084854,0.9375,0.4375,0.0625,0,10,3,2,5.5,0.125,56.7375,0.25,0.47826087,-0.287071524,0.130855571,lignin,0.000289652,0.000217142,0.000287243,0.000295306,0.000279549,0.00027316,0.000313873,0.000192566,0.000197634,0.000123288,0.000174175,0.000151841,0.00011946,0.000223203,0.000138438,0.00013186,0.000156261,0.000118041,0.000177416,0.00010595,7.61E-05,9.65E-05,8.53E-05,6.81E-05,0.000113987,0.000105711,0.000105899,0.000154752,0.000162232,5.79E-05,0.000169669,0.000104851,0.00011897,0.000128378,0.000166494,0.000178992,0.000145074,0.000185158,0.000178963,0.00010225,0.000116091,0.000112736,0.000107978,0.000177176,0.000186534,0.000183,0.00016855,0.000121131,0.000176221
C16H15O7N3,16,15,3,7,0,361.091002,0.9375,0.4375,0.1875,0,11,4,1,4.5,0.5,46.05,0.166666667,0.473684211,-0.312195439,0.143542154,lignin,7.92E-05,0,0,6.81E-05,0,4.34E-05,7.09E-05,0,7.60E-05,0,3.88E-05,5.42E-05,0,0,0,0,4.99E-05,0,0,0,0,0,0,0,0,0,5.49E-05,0,0,0,0,0,0,0,8.07E-05,0,0,0,6.28E-05,0,0,0,0,6.24E-05,6.86E-05,0,4.73E-05,0,0
C16H15O7NS,16,15,1,7,1,365.056925,0.9375,0.4375,0.0625,0.0625,10,3,1,4.5,0.25,53.175,0.142857143,0.428571429,-0.350700824,0.12167227,lignin,0,0,5.98E-05,0,5.03E-05,0,7.69E-05,0,0,0,4.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10E-05,0,4.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04E-05,0,0
C16H15O8N,16,15,1,8,0,349.079769,0.9375,0.5,0.0625,0,10,2,1,5,0.25,53.175,0.142857143,0.454545455,-0.310016589,0.134322867,lignin,0.000249376,0.000165544,0.000213714,0.000213312,0.000222834,0.000219497,0.000300947,0.000182492,0.000158496,0.00010245,0.000123202,0.000124238,0.000110613,0.000148656,9.14E-05,0.000119849,0.000117696,0.00011006,0.000143257,8.36E-05,5.75E-05,0,0.000106457,7.94E-05,0.000100206,0.00010515,0.000111336,0.000119684,0.000104266,7.35E-05,0.000147071,6.38E-05,9.29E-05,0.000127478,0.000132143,0.000156018,9.48E-05,0.000128825,0.000159087,0.000100761,7.71E-05,0.000116426,7.46E-05,0.000149568,0.000146092,0.000157128,0.000120347,7.63E-05,0.000163801
C16H15O8N3,16,15,3,8,0,377.085917,0.9375,0.5,0.1875,0,11,3,0,4,0.625,42.4875,0,0.444444444,-0.335140504,0.147725103,lignin,0,0,4.85E-05,0,0,0,0,5.66E-05,5.00E-05,0,4.00E-05,0,4.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28E-05,0,4.21E-05,0,0,0,0,0,0,0,0,0,0,6.02E-05,0,6.29E-05,0,0,4.63E-05
C16H15O8NS,16,15,1,8,1,381.05184,0.9375,0.5,0.0625,0.0625,10,2,0,4,0.375,49.6125,0,0.4,-0.373645889,0.124664417,lignin,6.15E-05,0,0,0,0,0,5.60E-05,4.71E-05,0,0,0,4.50E-05,0,0,0,0,5.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59E-05,0,0,0,0,4.33E-05,0,4.42E-05,0,0,0,0,0,0,0,0,0,0,4.35E-05
C16H15O9N,16,15,1,9,0,365.074684,0.9375,0.5625,0.0625,0,10,1,0,4.5,0.375,49.6125,0,0.428571429,-0.332961654,0.137978911,lignin,0.000138327,9.68E-05,0.000132067,0.000126393,0.000143115,0.000137543,0.000226796,0.000119561,8.70E-05,6.41E-05,6.94E-05,8.42E-05,7.45E-05,0.000107261,4.97E-05,9.08E-05,9.21E-05,5.72E-05,0.000105328,0,0,0,5.80E-05,5.21E-05,8.12E-05,8.06E-05,0.000105822,8.67E-05,9.10E-05,6.92E-05,0.000104844,6.00E-05,7.99E-05,8.02E-05,8.92E-05,0.000100478,0,8.72E-05,0.000103433,7.21E-05,5.75E-05,7.27E-05,6.39E-05,9.69E-05,9.58E-05,0.000112382,9.47E-05,7.36E-05,0.000111109
C16H15O9NS,16,15,1,9,1,397.046755,0.9375,0.5625,0.0625,0.0625,10,1,-1,3.5,0.5,46.05,-0.2,0.368421053,-0.396590954,0.127807438,lignin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08E-05,0,0,0,0,0,0,0,0,5.78E-05
C16H16O10,16,16,0,10,0,368.07435,1,0.625,0,0,9,-1,-1,4,0.25,53.175,-0.166666667,0.363636364,-0.336645107,0.13357267,lignin,0.000166509,0.000228195,0.000192064,0.000192112,0.000168491,0.000186681,0.000204149,0.000166934,0.000118407,7.61E-05,0.00010439,0.000116499,7.35E-05,0.000130408,5.32E-05,0.000106428,0.000124752,8.93E-05,0.000132369,5.35E-05,5.82E-05,0.000209734,9.54E-05,0.000169683,0.000110261,0.000101942,8.60E-05,0.000408373,0.000102923,0.00043452,0.000150573,6.61E-05,8.48E-05,9.09E-05,0.000102533,0.000145522,6.76E-05,0.000116983,0.000110277,7.17E-05,8.26E-05,0.000100888,0.000101222,0.000120934,0.000108912,0.000147971,0.000109213,8.81E-05,0.000115145
C16H16O10N2,16,16,2,10,0,396.080498,1,0.625,0.125,0,10,0,-2,3,0.625,42.4875,-0.5,0.333333333,-0.361769022,0.146818239,lignin,0,0,5.22E-05,0,0,0,0.000102078,5.16E-05,8.01E-05,0,0,0,3.89E-05,6.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80E-05,0,7.03E-05,0,0,0,0,0,0,0,6.68E-05,0,0,0,4.65E-05,0,0,7.29E-05,4.33E-05,0,7.03E-05
C16H16O10S,16,16,0,10,1,400.046421,1,0.625,0,0.0625,9,-1,-2,3,0.375,49.6125,-0.4,0.3,-0.400274408,0.124017966,lignin,0,0,0,0,0,0,0,0,0,0,0,5.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76E-05,4.12E-05,0,0
C16H16O11,16,16,0,11,0,384.069265,1,0.6875,0,0,9,-2,-2,3.5,0.375,49.6125,-0.4,0.333333333,-0.359590172,0.13718744,tannins,5.58E-05,8.89E-05,0,6.64E-05,0,4.54E-05,8.41E-05,7.43E-05,8.63E-05,0,5.58E-05,5.32E-05,4.72E-05,8.21E-05,0,5.86E-05,5.53E-05,3.69E-05,5.42E-05,4.21E-05,6.58E-05,0,5.64E-05,0,6.59E-05,0,6.71E-05,0.000157366,6.54E-05,0,7.29E-05,0,0,4.37E-05,0,6.27E-05,0,4.69E-05,7.09E-05,0,0,5.48E-05,5.94E-05,5.03E-05,4.99E-05,8.02E-05,4.19E-05,3.52E-05,7.26E-05
C16H16O11N2,16,16,2,11,0,412.075413,1,0.6875,0.125,0,10,-1,-3,2.5,0.75,38.925,-1,0.294117647,-0.384714087,0.151197215,tannins,0,0,6.18E-05,0,0,0,8.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H16O11S,16,16,0,11,1,416.041336,1,0.6875,0,0.0625,9,-2,-3,2.5,0.5,46.05,-0.75,0.263157895,-0.423219473,0.12712807,tannins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023136,0,0,0,5.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H16O12,16,16,0,12,0,400.06418,1,0.75,0,0,9,-3,-3,3,0.5,46.05,-0.75,0.3,-0.382535237,0.1410033,tannins,0,0,0,0,0,0,0,4.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46E-05
C16H16O3N2,16,16,2,3,0,284.116093,1,0.1875,0.125,0,10,7,5,6.5,-0.25,67.425,0.454545455,0.52,-0.201153568,0.122608479,lignin,0.000179002,0,0.000101725,8.82E-05,8.92E-05,8.76E-05,0.000110346,3.69E-05,4.77E-05,0,0,0,0,0,3.51E-05,0,0,2.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05E-05,0,0,0,0,0,0,0,5.72E-05,0,3.25E-05,5.55E-05
C16H16O4,16,16,0,4,0,272.10486,1,0.25,0,0,9,5,5,7,-0.5,74.55,0.416666667,0.5,-0.198974718,0.115338286,lignin,0,0,0,0,0,0,0,0.000143533,0,0,0.000104104,0.000105338,0,0,0,5.33E-05,5.31E-05,0,7.77E-05,0,0,6.84E-05,4.90E-05,0,4.28E-05,0,0,0,0,0,0,0,0,0,0,5.46E-05,0,7.14E-05,0,0,0,0,4.24E-05,0.00014941,0,0.000145362,0.000154474,0,0
C16H16O4N2,16,16,2,4,0,300.111008,1,0.25,0.125,0,10,6,4,6,-0.125,63.8625,0.4,0.5,-0.224098633,0.127422573,lignin,0.000313158,8.62E-05,0.000182387,0.000168113,0.000196283,0.000177248,0.000265211,9.91E-05,0.000105034,7.36E-05,0.000119085,8.57E-05,0.000228236,0.000110307,4.92E-05,8.23E-05,6.76E-05,0.000141184,7.49E-05,0,0,0,9.16E-05,0,6.52E-05,0.000229351,0.000194615,4.45E-05,5.27E-05,0,9.81E-05,5.79E-05,6.13E-05,0.000217889,9.29E-05,0.000103674,0,8.32E-05,8.34E-05,4.99E-05,5.27E-05,0.000276722,6.83E-05,0.0001089,0.000105081,9.09E-05,0.000110759,0.000101488,0.000881041
C16H16O4N4S,16,16,4,4,1,360.089227,1,0.25,0.25,0.0625,11,7,2,4,0.375,49.6125,0.285714286,0.444444444,-0.312851848,0.128202568,lignin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08E-05,0,0,0,0,0,0,0
C16H16O5,16,16,0,5,0,288.099775,1,0.3125,0,0,9,4,4,6.5,-0.375,70.9875,0.363636364,0.481481481,-0.221919783,0.118023574,lignin,0.000224135,0.000115422,0.000164804,0.000113844,0.000142294,0.000126269,0.00011463,0.000122424,0,9.72E-05,0.000100576,0.000141656,0,6.11E-05,8.95E-05,7.71E-05,8.42E-05,0,0.000103603,0,0,0,6.53E-05,7.19E-05,0,4.49E-05,0,4.99E-05,0,0,0.000114737,0,0,0,0,0.000110518,0.000107289,0.000111735,5.99E-05,9.14E-05,0,0,5.01E-05,0.000118452,7.59E-05,0.000113925,0.000102219,0,0
C16H16O5N2,16,16,2,5,0,316.105923,1,0.3125,0.125,0,10,5,3,5.5,0,60.3,0.333333333,0.47826087,-0.247043698,0.128976611,lignin,0.00041316,0.000107238,0.000273205,0.000314658,0.000304065,0.000311791,0.000359454,0.000207718,0.000204787,0.000144171,0.000179547,0.000181652,0.000320892,0.000218611,0.000137987,0.000142918,0.00015197,0.000222925,0.000190836,0.000109869,9.23E-05,0,0.000124589,6.65E-05,0.000143083,0.000276599,0.00026173,9.83E-05,0.000161926,6.37E-05,0.000216409,9.99E-05,0.000121767,0.000289638,0.00018133,0.000227621,0.000129589,0.000218979,0.000196514,0.00015242,0.000116821,0.000288634,0.000127512,0.000197471,0.000228421,0.000220404,0.000178322,0.000156484,0.000623973
C16H16O5N2S,16,16,2,5,1,348.077994,1,0.3125,0.125,0.0625,10,5,2,4.5,0.125,56.7375,0.25,0.428571429,-0.310672998,0.11941366,lignin,0.000110099,0,9.49E-05,0,0,0,0,4.67E-05,0,0,7.63E-05,8.92E-05,0,0,0,0,5.82E-05,0,0,0,0,0,3.89E-05,0,0,0,0,0,0,0,0,3.87E-05,0,0,0,4.45E-05,0,4.29E-05,0,0,0,0,0,0,0,0,0,0,0
C16H16O6,16,16,0,6,0,304.09469,1,0.375,0,0,9,3,3,6,-0.25,67.425,0.3,0.461538462,-0.244864848,0.120836881,lignin,0.000173744,0.00017856,0.000168491,0.000156011,0.000156848,0.000148761,0.000174273,8.63E-05,6.34E-05,4.85E-05,7.02E-05,8.20E-05,3.98E-05,6.00E-05,4.86E-05,5.77E-05,8.21E-05,3.45E-05,7.19E-05,4.93E-05,6.39E-05,6.23E-05,5.28E-05,5.30E-05,5.53E-05,4.81E-05,0,5.46E-05,5.32E-05,4.80E-05,9.20E-05,4.73E-05,5.62E-05,4.58E-05,0,8.38E-05,8.23E-05,9.08E-05,6.47E-05,0,4.40E-05,4.04E-05,5.77E-05,9.17E-05,5.55E-05,9.21E-05,7.77E-05,3.24E-05,4.90E-05
C16H16O6N2,16,16,2,6,0,332.100838,1,0.375,0.125,0,10,4,2,5,0.125,56.7375,0.25,0.454545455,-0.269988763,0.131575476,lignin,0.000351144,0.000148168,0.000281635,0.000304165,0.000260279,0.00025319,0.000347169,0.000214874,0.000198511,0.000146692,0.00016219,0.000183587,0.000192121,0.000231821,0.000139337,0.000116865,0.000140935,0.000138882,0.000171924,0.000104471,9.73E-05,9.59E-05,0.000106633,0,0.000124367,0.000183759,0.000177203,0.000119513,0.000169784,7.92E-05,0.000198107,0.000113205,0.000128164,0.000182724,0.000180144,0.000163612,0.000124359,0.000177389,0.000187257,0.000123408,0.000106285,0.000173822,0.000105914,0.00019437,0.000210405,0.000197692,0.00017659,0.000152723,0.000280487
C16H16O6N2S,16,16,2,6,1,364.072909,1,0.375,0.125,0.0625,10,4,1,4,0.25,53.175,0.142857143,0.4,-0.333618063,0.122516698,lignin,0,0,0,0,0,4.59E-05,5.07E-05,6.28E-05,0,4.29E-05,6.05E-05,9.05E-05,3.89E-05,0,3.97E-05,5.54E-05,8.20E-05,3.88E-05,8.32E-05,3.67E-05,0,0,0,6.36E-05,6.99E-05,0,5.12E-05,0,0,0,8.68E-05,0,4.32E-05,0,5.28E-05,7.76E-05,0,5.25E-05,0,0,4.63E-05,3.64E-05,6.16E-05,6.38E-05,5.49E-05,6.52E-05,8.57E-05,0,0
C16H16O6S,16,16,0,6,1,336.066761,1,0.375,0,0.0625,9,3,2,5,-0.125,63.8625,0.222222222,0.416666667,-0.308494148,0.112963646,lignin,5.66E-05,0,4.93E-05,5.52E-05,0,4.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H16O7,16,16,0,7,0,320.089605,1,0.4375,0,0,9,2,2,5.5,-0.125,63.8625,0.222222222,0.44,-0.267809912,0.123787583,lignin,0.000215715,0.000314754,0.000227729,0.000210981,0.000222176,0.000190417,0.000246355,0.000148692,8.15E-05,7.57E-05,8.42E-05,0.000122358,5.10E-05,8.12E-05,7.70E-05,7.18E-05,0.000115322,4.41E-05,0.00012492,8.15E-05,8.56E-05,7.84E-05,6.29E-05,0.000105409,8.24E-05,0.000111814,6.01E-05,0.000120249,8.44E-05,9.57E-05,0.000143789,7.46E-05,5.68E-05,6.94E-05,6.38E-05,0.00013769,0.000115516,0.000139201,8.56E-05,9.91E-05,5.95E-05,6.14E-05,7.96E-05,0.000122928,0.000101566,0.000107301,7.80E-05,7.57E-05,7.31E-05
C16H16O7N2,16,16,2,7,0,348.095753,1,0.4375,0.125,0,10,3,1,4.5,0.25,53.175,0.142857143,0.428571429,-0.292933828,0.135081539,lignin,0.000305887,0.000101898,0.000258427,0.000252659,0.000252041,0.0002606,0.00033191,0.000216273,0.00022282,0.000129103,0.000176964,0.000170336,0.000166356,0.000231495,0.000139428,0.000135773,0.000159666,0.000122991,0.000197782,0.000108173,7.90E-05,0,0.000135364,7.91E-05,0.000146119,0.000151761,0.000171842,0.000132811,0.000168196,5.21E-05,0.0001885,0.000101473,0.000110976,0.000142219,0.000207571,0.000168126,0.000141038,0.000175891,0.000195561,0.000157456,9.75E-05,0.000126935,0.000115528,0.00018959,0.000230897,0.000209065,0.000163559,0.00012663,0.000231454
C16H16O7N2S,16,16,2,7,1,380.067824,1,0.4375,0.125,0.0625,10,3,0,3.5,0.375,49.6125,0,0.368421053,-0.356563128,0.125317641,lignin,8.09E-05,0,6.35E-05,0,5.95E-05,6.20E-05,9.45E-05,6.00E-05,5.22E-05,0,6.22E-05,6.72E-05,6.21E-05,0,4.61E-05,0,0,0,0,0,0,0,0,0,0,5.94E-05,5.52E-05,0,5.81E-05,0,0,0,5.15E-05,4.96E-05,0,0,0,0,0,0,5.08E-05,4.53E-05,0,6.12E-05,0,0,5.92E-05,4.45E-05,8.37E-05
C16H16O7S,16,16,0,7,1,352.061676,1,0.4375,0,0.0625,9,2,1,4.5,0,60.3,0.125,0.391304348,-0.331439213,0.115538267,lignin,6.92E-05,5.24E-05,5.23E-05,0,6.50E-05,6.40E-05,7.51E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H16O8,16,16,0,8,0,336.08452,1,0.5,0,0,9,1,1,5,0,60.3,0.125,0.416666667,-0.290754977,0.126885997,lignin,0.000291494,0.000473016,0.000300902,0.000275157,0.000300092,0.000268425,0.000338656,0.000155994,0.000118324,9.20E-05,0.000119277,0.000110389,8.54E-05,0.000137508,7.73E-05,0.000111513,0.000134258,8.13E-05,0.000156889,7.86E-05,7.05E-05,0.000115924,9.67E-05,0.000161033,0.000107526,0.000123906,0.000106831,0.000143237,0.000140083,0.000190185,0.0001665,8.78E-05,9.64E-05,0.000114175,0.000121147,0.000147021,0.000101426,0.000127214,0.000139021,8.91E-05,9.13E-05,0.000100444,9.79E-05,0.000144989,9.73E-05,0.000141056,0.000114746,8.87E-05,0.000110999
C16H16O8N2,16,16,2,8,0,364.090668,1,0.5,0.125,0,10,2,0,4,0.375,49.6125,0,0.4,-0.315878893,0.138779567,lignin,0.000173255,8.39E-05,0.000172551,0.000166017,0.000169399,0.000161123,0.000243179,0.000199621,0.000188953,0.000114005,0.000162741,0.000144425,0.000110654,0.000177437,0.000105534,0.000128131,0.000142065,9.84E-05,0.000145635,7.34E-05,7.69E-05,0,0.000100321,7.95E-05,0.00012143,0.000101592,0.000113629,0.000110123,0.000157906,0,0.000204279,8.53E-05,0.000120098,8.44E-05,0.000168594,0.000122815,9.69E-05,0.000145672,0.000162687,0.000110895,0.000109746,0.000100245,9.99E-05,0.000156817,0.000229865,0.000174318,0.000170123,0.000130914,0.000163022
C16H16O8N2S,16,16,2,8,1,396.062739,1,0.5,0.125,0.0625,10,2,-1,3,0.5,46.05,-0.2,0.333333333,-0.379508193,0.128494107,lignin,0,0,0,0,0,0,0,5.69E-05,4.54E-05,0,0,0,4.13E-05,0,0,0,0,0,5.03E-05,0,0,0,0,0,0,0,0,0,0,0,5.70E-05,0,0,0,0,5.47E-05,0,4.23E-05,0,0,0,0,0,0,0,0,4.62E-05,0,5.44E-05
C16H16O8S,16,16,0,8,1,368.056591,1,0.5,0,0.0625,9,1,0,4,0.125,56.7375,0,0.363636364,-0.354384278,0.118232985,lignin,7.68E-05,0,5.00E-05,5.33E-05,7.77E-05,5.74E-05,6.57E-05,4.55E-05,5.03E-05,0,5.11E-05,4.19E-05,0,0,0,0,0,0,0,0,5.01E-05,0,0,0,0,4.93E-05,0,5.61E-05,0,0,4.94E-05,0,0,0,5.43E-05,4.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
C16H16O9,16,16,0,9,0,352.079435,1,0.5625,0,0,9,0,0,4.5,0.125,56.7375,0,0.391304348,-0.313700042,0.130143501,lignin,0.000242467,0.000329405,0.000266134,0.000254917,0.000256378,0.000238523,0.000298128,0.000157443,0.000119247,9.17E-05,0.000114381,0.000122744,8.67E-05,0.000131641,7.95E-05,0.000125587,0.000142048,8.89E-05,0.000144029,5.82E-05,7.11E-05,0.000114069,8.47E-05,0.000145481,0.000110843,0.00011124,0.00010858,0.000163566,0.00012398,0.000142193,0.000161639,6.29E-05,9.51E-05,8.81E-05,0.000130248,0.000166541,0.000112561,0.000137281,0.000140906,6.43E-05,8.83E-05,9.83E-05,0.00010022,0.000139086,0.00013301,0.00015669,0.000122234,8.15E-05,0.000124885
C16H16O9N2,16,16,2,9,0,380.085583,1,0.5625,0.125,0,10,1,-1,3.5,0.5,46.05,-0.2,0.368421053,-0.338823958,0.142685772,lignin,0.000104054,0,0.0001084,0.000123614,8.56E-05,9.50E-05,0.000165079,0.000116991,0.000114462,6.79E-05,9.89E-05,6.47E-05,6.72E-05,8.73E-05,5.72E-05,7.93E-05,6.63E-05,5.33E-05,7.24E-05,5.45E-05,0,0,7.74E-05,0,0,6.88E-05,6.81E-05,0,0.00010127,0,0.000101314,4.39E-05,7.88E-05,5.21E-05,0.000106052,8.33E-05,0,8.18E-05,8.78E-05,5.88E-05,6.31E-05,7.10E-05,0,8.20E-05,0.000168748,8.76E-05,6.66E-05,6.91E-05,0.000116155
C16H16O9S,16,16,0,9,1,384.051506,1,0.5625,0,0.0625,9,0,-1,3.5,0.25,53.175,-0.166666667,0.333333333,-0.377329343,0.121056402,lignin,0,0,0,0,0,0,0,0,4.81E-05,0,4.23E-05,0,0,0,0,0,5.36E-05,0,5.24E-05,0,0,0,0,0,0,0,0,8.22E-05,0,0,7.98E-05,0,0,0,0,0,0,4.70E-05,6.33E-05,0,0,0,0,0,5.57E-05,0,5.33E-05,0,0
C16H17O10N,16,17,1,10,0,383.085249,1.0625,0.625,0.0625,0,9,-1,-2,3,0.375,49.6125,-0.4,0.3,-0.342507411,0.137978911,lignin,0.000175062,0.000130672,0.000187654,0.000194266,0.000218038,0.000188475,0.000211962,0.000176175,0.00016528,8.34E-05,0.000124451,0,0.000108212,0.000169995,8.23E-05,0.000126342,0,9.10E-05,0.000133546,7.44E-05,5.81E-05,7.42E-05,9.15E-05,8.56E-05,0,0.000122394,0.000132262,0.000149622,0.000156433,8.45E-05,0.000150523,6.78E-05,9.37E-05,0.000123871,0.000124921,0.000141913,8.80E-05,0.00012736,0.00014663,0.000105032,9.17E-05,0.000104576,0,0,0.000178106,0.000159608,0.000115912,9.23E-05,0.000179832
C16H17O10N3,16,17,3,10,0,411.091397,1.0625,0.625,0.1875,0,10,0,-3,2,0.75,38.925,-1,0.25,-0.367631326,0.152159159,lignin,0,0,4.96E-05,0,0,0,7.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68E-05,0,0,0,0
C16H17O10NS,16,17,1,10,1,415.05732,1.0625,0.625,0.0625,0.0625,9,-1,-3,2,0.5,46.05,-0.75,0.222222222,-0.406136711,0.127807438,lignin,0,0,0,0,0,0,0,4.46E-05,0,0,0,4.99E-05,3.82E-05,0,0,0,4.55E-05,0,0,0,0,0,0,7.14E-05,0,0,0,7.04E-05,0,0,0,0,0,0,0,4.42E-05,0,0,4.69E-05,0,0,0,0,0,0,0,0,0,4.13E-05
