	FS0916E	CS0908E	QQ0718E	CS0617E	JZ0701E	FS0702E	QH0615E	BJ0815E	BJ0613E	FS0617E	FS0716E	WZ0728E	QH0720E	BJ0718E	QQ0627E	QH0714E	CS0715E	FS0729E	JZ0729E	CS0701E	WZ0811E	WZ0825E	FS0819E	QQ0801E	BJ0704E	WZ0616E	JZ0715E	JZ0916E	JZ0617E	QH0803E	CS0825E	QH0817E	QQ0615E	WZ0714E	QQ0913E	QQ0815E	BJ0919E	JZ0819E	BJ0801E	WZ0915E	QH0629E	CS0917E
OTU_669	7	0	0	0	5	1	0	0	0	0	0	1	1	0	0	0	0	0	6	0	1	0	0	0	0	30	7	0	0	0	0	0	0	1	0	0	0	3	0	6	0	0
OTU_350	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	9	4	0	0	0	19	7	3	2	0	0	0	0	8	0	0	0	5	0	82	0	0
OTU_1641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_351	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	4	0	0	0	107	0	0	0	0	0	0	0	13	0	0	0	0	0	46	0	0
OTU_199	99	1	2	8	0	2	0	0	0	1	1	35	0	0	3	0	4	0	0	6	137	25	7	3	0	14	0	191	0	0	0	0	1	73	3	2	0	25	0	14	0	24
OTU_825	8	0	1	1	0	1	5	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	2	1	1	0	2	0	5	0	0	0	0	5	0	0	1	1	0	24	0
OTU_1692	43	0	0	1	0	12	5	0	0	17	14	0	0	0	0	4	0	14	2	1	0	0	20	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	2	0
OTU_3140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_3223	4	0	3	0	10	0	0	1	2	1	0	0	0	2	8	0	3	0	4	1	0	0	0	3	0	1	4	0	2	0	0	0	0	1	9	16	0	1	0	3	0	0
OTU_1354	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	2	0	0	0	4	6	0	3	0	0	0	0	1	0	0	0	3	0	4	0	0
OTU_1344	0	2	0	9	1	0	3	6	73	0	0	0	0	13	1	2	2	0	2	2	0	0	0	2	1	0	2	1	1	1	0	0	2	0	5	1	28	0	36	1	0	23
OTU_469	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	16	14	0	32	0	0	0	0	1	0	0	0	0	0	7	0	0
OTU_2858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1648	2	0	0	0	5	0	0	0	0	2	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	3	19	1	0	0	0	0	0	1	1	0	6	0	0	1	0
OTU_2443	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1556	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
OTU_426	0	4	0	0	0	0	5	13	0	2	0	0	2	0	0	0	0	4	0	0	0	0	2	3	1	0	0	0	0	0	0	17	0	0	0	35	1	0	57	0	203	0
OTU_762	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_794	0	54	1	9	0	0	0	8	13	0	0	0	0	16	0	0	42	0	0	11	0	0	0	0	2	0	0	5	0	0	20	0	0	0	0	0	14	1	12	0	0	4
OTU_3445	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0	2	5	0	1	5	0	0	0	1	1	0	0	0	0	0	2	1	0	0	0	0	1	1	4	1	0	2
OTU_876	0	1	1	1	14	0	0	0	0	0	0	0	0	3	1	0	3	0	3	0	0	0	0	5	1	8	2	0	9	0	0	0	2	0	4	2	0	0	0	2	0	0
OTU_1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	14	0	0	0	0	0	0	0	0	3	0	1	0	0
OTU_894	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_2438	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1552	3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2326	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0
OTU_1065	0	2	0	0	0	0	0	0	19	0	0	0	0	1	1	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1
OTU_1122	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	16	0	0	0	4	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	2
OTU_702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_496	0	0	0	1	0	0	0	19	12	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	35	0	85	0	0	0
OTU_20	6	1	1	0	0	0	1	0	0	1	0	1	0	0	0	7	0	3	0	0	2	12	0	1	0	0	0	0	0	1	1	0	0	4	1	0	0	0	0	1	8	0
OTU_2898	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_713	21	0	0	0	0	6	0	1	3	10	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1
OTU_1667	0	0	11	0	1	1	0	0	5	1	0	0	0	3	7	0	1	0	0	1	4	14	2	11	1	0	0	1	0	0	2	0	1	5	47	5	7	0	5	3	0	2
OTU_577	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	35	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_686	1	14	0	13	4	0	2	3	150	1	0	0	22	4	1	9	31	0	1	21	0	0	0	3	3	0	0	17	3	25	9	4	0	0	0	0	49	3	34	0	3	35
OTU_2705	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_51	2	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_944	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	31	0	72	0	0	0	0	0	0	0	0	6	0	0	0	0
OTU_429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	9	0	0
OTU_1178	8	1	3	2	0	3	1	0	3	3	1	0	3	0	10	0	1	4	0	0	0	0	5	1	0	0	0	6	0	0	1	1	1	0	10	4	1	0	0	0	0	2
OTU_1527	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0	0	0	0	0	0	1	13	0	0
OTU_1823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	2	0	0
OTU_2903	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_899	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	1	0	0	0	0	1	0	0	0	0	0	6	0	0
OTU_912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_788	6	0	0	0	0	0	8	0	0	0	0	0	25	0	0	7	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2450	0	0	6	2	1	0	0	0	9	1	0	1	0	1	7	0	2	0	1	0	1	3	0	7	0	1	3	0	1	0	0	0	2	8	5	5	19	5	3	0	0	1
OTU_976	0	0	0	0	0	0	5	0	0	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	12	0
OTU_470	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
OTU_2672	0	0	1	0	0	0	3	0	0	0	0	0	15	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	4	0
OTU_1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0
OTU_424	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_801	0	0	0	0	0	1	0	0	0	0	4	9	0	0	0	0	0	0	0	0	21	10	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	1	0	0
OTU_1134	0	0	3	0	10	0	0	0	0	0	0	2	0	0	4	0	0	0	4	0	0	0	0	4	0	1	4	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
OTU_185	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	3	0	1	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	3	0	0	0	0
OTU_1314	13	0	0	0	1	1	0	0	0	1	0	24	0	1	0	0	0	0	1	0	48	30	3	0	0	15	2	0	0	0	0	0	0	72	1	0	0	0	0	15	0	0
OTU_657	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	1	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0
OTU_551	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	4	0	0	0	6	1	0	1	0	0	0	0	3	0	0	0	0	0	8	0	0
OTU_3114	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0
OTU_2650	0	0	0	0	0	0	0	0	10	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	8	0	7	0	0	0
OTU_924	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_2179	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_373	0	3	6	7	0	3	0	0	0	3	9	0	0	0	21	0	11	1	11	16	0	0	0	1	0	0	0	2	0	0	13	10	3	0	9	0	0	1	0	0	0	3
OTU_1322	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2736	0	0	0	0	0	0	0	4	9	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1620	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
OTU_2868	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_595	0	0	0	0	0	0	0	6	7	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	237	0	9	0	0	0
OTU_459	21	5	0	11	1	7	0	0	0	5	11	0	0	0	0	0	40	23	1	26	10	8	27	0	0	3	1	1	0	0	5	0	0	2	0	0	0	0	0	0	0	3
OTU_73	1	0	1	0	3	0	0	0	4	0	0	2	0	0	0	0	0	0	2	0	1	0	2	0	0	1	3	2	0	0	0	0	1	3	0	0	1	0	2	0	0	1
OTU_448	0	0	0	0	0	0	2	8	25	0	0	0	10	61	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	2	0	1	0	0	0	0	18	0	57	0	0	0
OTU_3295	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_3074	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0
OTU_1723	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_2218	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OTU_481	8	4	2	6	0	4	0	3	100	4	1	0	1	12	3	0	3	4	0	2	0	0	8	0	8	0	0	3	0	0	1	0	0	0	0	1	21	0	12	0	1	7
OTU_648	1	0	3	0	0	0	15	0	0	0	0	1	2	0	5	6	0	0	0	0	5	9	1	3	0	0	0	0	0	12	0	1	4	1	4	2	0	0	0	0	48	0
OTU_1628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_1828	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_2696	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2582	17	0	0	0	0	6	0	0	0	6	14	1	0	0	0	0	0	5	0	1	1	0	8	0	0	0	0	1	0	0	0	0	0	1	0	0	0	5	1	1	0	1
OTU_484	0	0	0	0	0	0	26	0	0	3	0	0	16	0	0	26	0	2	0	0	0	0	0	0	0	0	0	0	0	30	0	8	0	1	1	0	0	0	0	0	21	0
OTU_3158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	13	0	0
OTU_2428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_343	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU_743	2	0	0	1	0	10	0	0	2	16	0	5	0	1	0	0	0	0	2	0	6	0	0	0	0	10	2	1	2	0	1	0	0	10	0	0	0	1	2	1	0	3
OTU_2187	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_916	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU_1864	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU_3322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_655	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	1	0	13	3	0	0	0	0	0	1	14	11	9	0	1	0	0	0	0	0	0	7	1	7	0	0
OTU_881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
OTU_880	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_539	6	3	51	5	3	10	11	0	0	6	10	22	8	4	71	19	12	22	2	3	14	8	12	22	1	1	4	6	2	3	1	1	7	3	20	21	0	4	2	5	12	3
OTU_735	0	0	0	0	0	0	0	4	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	16	0	70	0	0	0
OTU_237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_2337	0	0	0	0	3	0	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0	1	0	4	0	2	0	0	0
OTU_797	0	0	0	11	0	0	2	0	0	0	0	0	7	0	1	8	2	0	0	12	0	0	0	1	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	9	0
OTU_1060	3	0	0	2	0	6	0	0	0	0	6	0	1	0	0	0	0	4	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1979	6	0	2	0	1	0	0	0	6	3	0	0	0	1	6	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	4	0	2	0	0	0
OTU_631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	1	0	0	0	0	2	0	0	0	0	0	14	0	0
OTU_683	34	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	1	0	0	17	3	6	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
OTU_1409	0	0	0	0	0	0	8	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
OTU_1168	0	0	0	1	0	0	0	16	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1770	0	0	0	5	0	0	0	0	0	0	2	0	1	0	0	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	1
OTU_2663	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	2
OTU_2323	0	0	0	0	3	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5	0	8	0	0	0	0	0	1	1	0	2	1	0	0	0
OTU_1123	0	0	0	0	0	3	0	0	0	3	1	1	0	0	0	2	0	0	1	0	1	2	3	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	2
OTU_1135	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
OTU_1220	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
OTU_1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_611	0	0	15	0	0	1	0	0	0	3	5	0	0	0	37	0	4	0	1	0	0	0	0	5	0	0	0	2	0	9	13	28	3	0	2	3	0	2	0	0	0	0
OTU_860	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
OTU_739	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	5	0	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	13	0	0
OTU_2451	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_906	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	1	0	0	0	0	0	0	0	0	3	0	3	0	0
OTU_1630	43	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	0	0	1	1	4	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	2	0	0
OTU_1066	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_531	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2632	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_516	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	1	0	0	0	2	2	0	8	0	0	0	0	2	0	0	0	1	0	0	1	0
OTU_320	0	0	0	0	24	0	0	0	0	0	0	9	0	0	0	0	0	0	14	0	11	3	0	0	0	34	11	5	8	0	0	0	0	13	0	0	0	14	0	58	0	0
OTU_719	13	0	0	0	0	14	0	0	0	4	4	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_349	4	0	34	0	1	0	1	1	0	0	0	0	1	2	34	0	0	3	1	0	0	0	2	33	0	0	0	2	0	0	0	0	22	0	110	64	0	2	3	0	10	0
OTU_200	1	3	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0
OTU_301	0	0	0	0	14	1	0	0	66	0	0	1	0	4	0	0	1	1	0	0	0	2	0	0	2	185	5	0	68	0	0	0	0	11	0	0	12	0	24	0	0	3
OTU_518	0	0	13	0	0	0	1	0	5	0	0	0	1	0	5	10	0	0	0	0	0	0	0	11	0	0	0	10	0	0	0	0	4	0	68	18	3	0	0	0	15	6
OTU_746	0	0	0	1	0	0	0	0	24	0	0	0	1	9	0	0	2	0	1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	99	1	4	0	0	0
OTU_2874	0	0	0	0	0	2	12	0	0	0	0	0	11	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	8	0	1	0	0	0	0	0	2	0	0	5	0
OTU_2330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_560	0	0	0	0	0	8	3	0	0	18	8	0	2	0	0	3	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	10	4	0
OTU_415	0	0	1	0	17	0	0	3	59	0	0	6	0	14	0	0	1	0	20	0	60	11	0	0	3	0	53	0	1	0	0	0	0	1	1	0	4	8	13	2	0	6
OTU_2177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1474	1	0	1	0	1	0	2	0	0	1	1	0	2	0	0	0	3	0	3	0	1	2	1	1	0	4	3	3	0	0	0	0	1	0	3	2	1	1	1	1	8	1
OTU_3578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
OTU_1508	0	0	0	0	0	0	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_857	0	0	0	0	0	0	18	0	0	0	0	0	4	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	0
OTU_1288	0	0	0	0	0	14	0	0	0	3	0	4	0	0	0	0	0	1	0	0	33	6	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	1	0	0
