ZOTU_ID	D00R01	D00R02	D00R03	D00R04	D00R05	D00R06	D03R01	D03R02	D03R03	D03R04	D03R05	D03R06	D06R01	D06R02	D06R03	D06R04	D06R05	D06R06	D09R01	D09R02	D09R03	D09R04	D09R05	D09R06	D12R01	D12R02	D12R03	D12R04	D12R05	D12R06	D24R01	D24R02	D24R03	D24R04	D24R05	D24R06	D48R01	D48R02	D48R03	D48R04	D48R05	D48R06	D96R01	D96R02	D96R03	D96R04	D96R05	D96R06
ZOTU_3713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	2	0	0	0	9	2	0	0	0	1	0	3	5	1	1	0	0	0	0	0	0
ZOTU_526	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	0	0	0	0	2	0	3	0	0	0	2	0
ZOTU_4048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	1	0	3	2	2	1	0	2	0	3	0	1	1	1	3
ZOTU_97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	319	0	0	6	71	25	85	45
ZOTU_3758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	3
ZOTU_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	41	153	0	0	78	128	44	177	0	146	100	63	61	261	11
ZOTU_5084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ZOTU_108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	135	0	0	0	211	1	141	0	0	0	54	18	84	0	0	0	38	4	15	0	0	0	22	1	24
ZOTU_545	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	6	12	10	24	39	5	46	14	5	27	32	6	1	5	5	27	10	20	19	12	7	9	11	25	0	2	0	1	0	3
ZOTU_412	0	0	6	2	0	0	0	0	0	3	3	0	2	15	2	4	16	0	3	6	1	17	36	4	1	9	5	9	8	3	0	16	3	12	10	0	76	65	8	17	11	12	30	31	0	2	6	10
ZOTU_266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	1	10	0	0	23	0
ZOTU_2036	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	5	8	11	0	0	0	3	3	3	1	1	0	5	9	0	0	0	1	0	10	2	0	0	0	0	5	1	0	0	0	0	0	0
ZOTU_2863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	12	14	1	1	2	0	5	0	0	0	2
ZOTU_7268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	2	10	2
ZOTU_8183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	1	1	1	0	0	1	0	21	3	4	0	0	1	93	36	6	0	119	0	20	2	2	0	33
ZOTU_103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	11	2	10	0	1	12	93	3	13	12	0	13	123	2	18	3	1	54	61	1	59	4
ZOTU_147	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	67	0	1	2	20	2	50	0	2	1	15	10	36	2	0	9
ZOTU_2998	0	1	1	0	0	1	2	0	1	2	0	3	2	2	3	0	5	0	5	5	7	5	6	1	9	1	4	4	8	0	1	12	4	1	10	0	20	1	6	2	4	0	22	0	0	1	0	3
ZOTU_880	0	0	0	0	0	0	0	0	0	7	11	3	0	0	5	5	18	3	0	12	5	2	7	0	0	10	2	5	12	2	0	7	0	7	4	4	0	9	5	5	14	1	0	4	0	2	0	3
ZOTU_7637	2	1	13	13	7	9	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1	3	3	0	7	1	0	1	1	0	1	2	0	0	1	0	9	5	5	3	6	0	9	3	0	2	1	0
ZOTU_2842	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	19	0	86	0	3	12	0	0	2	1	3	3	1	0	1
ZOTU_8446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	1	3	2	3	14	0	4	0	3	0	7	0	0	1	0	0	1	1
ZOTU_570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	0	5	0	4	80	2	5	9	0	24	157	65	33	22	18	4	47	98	13	10	3	0	13	1	1	1	6
ZOTU_766	6	5	50	70	3	5	0	1	0	1	0	0	0	1	0	2	5	0	0	7	0	2	4	1	4	3	0	1	12	0	1	7	0	4	6	0	37	14	6	7	11	2	20	10	0	1	0	2
ZOTU_629	1	0	6	1	0	5	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	1	0	0	1	1	0	2	3	2	8	1	0	1	0	0	4	0	0	0	0	0
ZOTU_529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	4	0	3	1	1	1	3	0	1	1	1	0	2	0
ZOTU_1431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	49	0	50	1	1	0	13	0	29
ZOTU_110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	12	0	0	0	2	6	14	15	0	0	0
ZOTU_161	72	55	78	88	63	63	0	2	4	2	3	6	0	3	2	3	4	0	1	5	0	3	9	0	3	17	5	5	9	1	4	7	1	2	6	2	21	6	5	19	7	0	7	7	0	3	12	3
ZOTU_22	0	0	2	0	0	0	482	25	428	3	13	53	58	30	159	13	29	20	196	27	149	6	18	20	337	19	159	4	25	30	485	6	283	0	22	47	672	2	344	3	11	19	1152	2	63	3	4	55
ZOTU_99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	21	0	0	0	0	2	126	1	0	0	13	18	312
ZOTU_7218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0
ZOTU_3116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	5	0	1	4	0	1	10	0	0	3	0	20	27	1	0	8	1	23	12	0	3	23	7
ZOTU_2360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	6	0	9	2	2	6	9	1	26	14	3	7	57	16
ZOTU_184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	213	0	0	1	0	0	216	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_4428	1	0	4	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	3	1	5	3	0	1	1	3	7	1	0	2	1	15	13	4	4	4	1	15	22	1	8	36	12
ZOTU_6222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	4	1	0	11	1	0	7	0	0	7	1	1	6	0	0	4	0	1	9	0	0	0	0	0	0	0	0	1
ZOTU_2862	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	6	0	0	5	1	5	14	0	0	5	5	4	4	0	1	3	0	0	4	0
ZOTU_4399	0	0	0	0	0	0	30	0	0	3	8	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0
ZOTU_2785	0	0	0	0	0	0	0	1	0	1	1	0	0	7	2	11	9	18	0	3	0	2	9	7	0	0	2	2	3	7	0	1	2	0	3	7	2	2	2	1	3	11	2	1	1	0	10	11
ZOTU_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	3	18	223	1	0	93	51	61	131	1	7	27	15	15	30	13	54	6	13	4	14	1
ZOTU_569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	15	0	0	13	2	3	70	0	17	48	29	15	79	4	39	31	36	24	70	4	8	16	3	2	67	7
ZOTU_4973	0	0	0	0	0	0	0	0	0	0	0	0	20	7	12	1	8	0	97	9	77	6	10	0	84	4	72	9	16	1	19	10	67	11	7	3	59	0	97	0	2	4	25	0	21	1	0	3
ZOTU_3307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	2	0	0	0
ZOTU_907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	1	2	0	0	1	0	19	1	2	1	13	0	139	1	4	0	1	0	34	0	11
ZOTU_1160	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	2	2	0	0	0	0	3	0	0	1	1	0	0	0	0
ZOTU_62	0	0	0	1	0	0	8	0	0	0	0	0	25	8	1	798	299	2	21	2	1	543	83	1	27	0	0	403	67	0	34	1	0	29	30	0	17	0	0	15	20	0	13	0	0	6	4	0
ZOTU_1213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4	0	0	1	9	0	4	0	0	1	5	1	0	0	1	0	51	0	5	0	0	0	62	0	1	0	0	0
ZOTU_3016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	1	1	0	0	0	0	0
ZOTU_90	30	20	71	48	31	106	8	1	3	3	7	4	2	3	2	12	10	1	6	16	11	13	19	6	21	51	7	13	27	4	24	28	9	9	11	15	76	14	14	39	22	11	47	15	2	6	13	29
ZOTU_6661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	2	0	0	0	1
ZOTU_6850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	1	0	4	3	6	0	0	55	2	7	1	0	0	9
ZOTU_118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	27	0	2	38	2	0	31	0	31	13	7	5	23	0	47	23	8	5	10	1
ZOTU_893	0	0	0	0	0	0	2	0	1	1	1	1	1	4	0	1	8	0	6	4	0	2	11	2	15	1	2	3	5	3	2	1	5	0	13	7	66	0	12	2	8	4	96	0	1	1	2	7
ZOTU_6776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	0	0	0	1	1	0	0	0	0
ZOTU_162	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	20	0	13	0	0	0	45	1	10	0	0	0	42	4	9	0	0	0	46	4	5	0	0	0	22	2	2	0	0	0	81
ZOTU_174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	2	1	0	1	38	2	5	6	44	37	18	11	7	13
ZOTU_540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	13	1	1	0	30	0	1	0	0	0	6
ZOTU_141	6	3	19	4	20	8	10	3	1	5	2	1	8	10	3	6	24	1	3	7	7	9	15	2	12	19	3	9	12	5	21	2	4	3	13	13	14	3	9	11	8	3	33	8	6	9	8	7
ZOTU_150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	215	1	13	12	19	3	95	0
ZOTU_909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	2	9	0	0	3	15	4	6	0	0	11	3	12	1	4	1	0	4	2	0	0	0	4	1	5	0	3
ZOTU_78	0	0	0	0	0	0	3	2	164	36	1	71	2	0	29	12	0	14	0	0	41	11	0	27	4	0	32	21	0	38	2	0	90	9	1	53	0	0	97	21	0	41	0	0	9	12	0	92
ZOTU_137	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	135	124	63	151	16	190	91	150	22	160	14	79	14	64	83	21	13	65	2	35	44	12	1	11	1	11	12	4	0	5
ZOTU_64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	32	2	0	0	646	2	62	2	1	3	613	1	13	6	0	1	239	0	3	1	0	5	36	1	2	0	0	0	128
ZOTU_3760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	24	7	2	7	12	1	12	8	0	1	3	0	1	3	0	6	3	4	2	3	0	2	4	0	0	0	0
ZOTU_79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	667	578	0	14	0
ZOTU_644	0	0	0	0	0	0	58	107	0	37	79	0	3	0	0	2	0	1	12	0	3	3	0	0	11	0	1	1	2	4	3	1	1	1	0	3	13	0	1	2	0	1	14	2	0	0	0	7
ZOTU_284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	19	5	1	0	0	0	7	3	0	0	0	0
ZOTU_1548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0	0	4	1	5	18	3	3	10	0	5	18	0	5	27	4
ZOTU_3734	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	8	2	1	0	1	0	12	3	2	0	1	0	10	4	4	0	4	1	6	10	3	0	4	0	1	0	5	0	9
ZOTU_2354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20	8	0	0	11
ZOTU_1868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	1	13	2	3	5	0	6	23	9	8	4	3	3	22	9	10	2	3	1	7	1	2	0	3
ZOTU_223	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	0	56	0	0	0	0	0
ZOTU_21	0	0	0	2	0	0	1558	20	157	92	49	0	192	2273	1096	958	2088	830	45	261	83	475	335	324	25	257	36	328	207	134	6	67	25	30	63	32	8	61	43	70	52	24	2	56	11	46	30	44
ZOTU_5301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	1	0	0	0	4	0	1	0	1	15	19	0	1	4	2	7	16	3	4	14	9
ZOTU_4975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	2	1	5	1	3	0	0	0	4	5	0	0	2	0
ZOTU_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	18	2	43	58	0	268	36	9	132	29	0	93	45	83	167	74	1	62	45	185	55	63	37	57	51	48	82	46
ZOTU_106	71	72	102	76	61	112	12	6	15	24	18	69	4	2	0	7	11	0	7	10	3	20	2	3	4	13	1	8	13	2	20	7	0	5	2	5	19	3	1	8	5	2	40	5	0	6	6	5
ZOTU_6498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ZOTU_364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	3	84	3	2	1	22	15	42	2	1	2	49
ZOTU_524	19	4	96	41	4	40	14	17	10	51	22	13	9	21	17	28	75	6	45	123	32	99	112	34	101	158	38	77	134	18	38	85	24	48	94	26	196	108	70	64	80	8	210	104	4	30	66	38
ZOTU_1406	0	0	0	0	0	0	3	7	15	6	6	29	0	2	8	4	9	6	9	8	17	5	8	20	17	6	12	6	27	6	0	9	13	0	8	5	17	3	24	0	2	3	19	1	1	0	0	3
ZOTU_5679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	2	0	15	2	2	0	5	1	25	0	2	0	5	8
ZOTU_3756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	8	1	0	0	0	0	4
ZOTU_7866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	8	0	0	20	0	2	21	6	52	40	5	13	10	11	9	11	4	6	1	0	0	2	3
ZOTU_89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	3	0	0	0	2	11	3	29	0	0	1
ZOTU_3611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	1	6	5	10	1	0	1	10
ZOTU_168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	46	0	12	1	0	32	21	40	24
ZOTU_1104	4	3	67	64	11	25	0	1	0	3	0	0	0	0	0	1	5	0	2	4	0	1	8	1	5	9	0	0	9	1	2	8	1	3	6	0	45	10	5	4	11	0	30	8	0	3	1	4
ZOTU_33	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	434	0	91	37	8	0	1038	5	117	198	16	20	562	14	67	77	23	14	192	39	9	43	17	0	11	5	7
ZOTU_105	0	0	0	0	0	0	2	225	1	182	701	0	0	84	1	257	31	141	0	10	0	5	0	4	0	17	1	2	2	1	0	6	1	1	2	0	0	8	2	2	0	1	0	9	0	3	0	3
ZOTU_8043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	8	1	0	0	2	0	1	0	0	4	1
ZOTU_391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	17	3	0	2	2	0	12	5	0	7	1
ZOTU_253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	2	6	0	0	5	0	3	18	0	2	57	4	66	53	0	88	126	54	65	50	37	22	50	3	5	12	39
ZOTU_5104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	1	0	5	0	0	0	0	1	1	1	0	16	8	2	1	0	5	4	1	0	0	0	1
ZOTU_1563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	3	0	13	66	14	4	2	24	59	42	0	2	1	12
ZOTU_3238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	3	1	0	0	1	5	0	0	2	0	3
ZOTU_2752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	1	4	66	4	3	1	12	18	37	1	2	5	41
ZOTU_568	15	21	12	20	13	19	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	2	0	8	3	0	12	20	4	16	0	0	108	93	124	86	5
ZOTU_4981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	0	3	0	0
ZOTU_57	1	1	0	0	1	0	0	0	0	0	0	0	0	94	46	159	53	0	0	173	9	38	68	60	1	109	29	48	67	108	0	119	11	5	26	76	0	44	7	8	25	47	0	42	0	6	18	67
ZOTU_46	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	229	6	105	745	4	4	359	29	139	659	3	8	60	41	17	296	4	1	40	3	75	70	6	3	11	0	14	26	6
ZOTU_338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	5	20	12	21	3	76	26	18	0	5	1	57
ZOTU_7318	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZOTU_2141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	15	15	0	0	0
ZOTU_2635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	5	3	1	9	0	5	41	4	2	9	0	4	30	1	10	56	7
ZOTU_1582	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	4	0	0	0	0	0	2	1	4	0	0	0	2	0	1	2	1	0	7	0	10	1	3	1	1	0	15	0	0	1	0	3
ZOTU_6705	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	2	4	1	1	0	0	1	0	0	4	2	2	2	3	1	8	6	22	10	14	3	5	2	38	9	3	4	13	16
ZOTU_5265	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	5	0	1	7	2	0	1	0	5	5	0	0	4	2	0	6	3	0	7	9	5	8	2	0	5	0	8	3	1
ZOTU_5965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	1	1	1	3	1	3	0	7	0	2	1	0	0	0	0	1	3
ZOTU_1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	1	2	0	2	20	0	0	7	1	6	14	1	3	0	2	1	5	0	0	0	0	0	0	0
ZOTU_2061	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	10	0	6	7	1	2	1	0	4	3	3	4	7	3	1	1	3	2	9	2	22	0	4	0	0	0	55	0	1	2	1	1
ZOTU_1597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	4	10	0	2	22	3	18	2	0	1	8	3	6	4	2
ZOTU_5101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0
ZOTU_1832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	21	1	1	8	4	0	15	3	13	8	2	27	57	1	5	16	9	23	59	13	28	112	42
ZOTU_207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	229	54	50	0
ZOTU_51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	26	0	1	91	94	63	202	52	103	94	105	105	111	24	102	52	31	28	32	20
ZOTU_95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	8	0	7	46	49	11	41	7	43	33	68	35	33	7	68	64	10	16	32	17
ZOTU_7984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	1	0	2	5	0	2	2	0	0	2	1	0	14	0
ZOTU_242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	450	0
ZOTU_400	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	35	0	0	2	2	0	33	0	1	0	3	1	7	1	2	0	3	0	9	1	1	0	0	0	3	1	2
ZOTU_4763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	2	1	1	15	1	8	4	27	1	13	2	4	0	8	3	9	1	0	2	0	0	10	3
ZOTU_59	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	113	0	3	0	0	27	240	1	17	0	4	9	157	2	5	11	21	4	79	6	7	5	37	7
ZOTU_8005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ZOTU_8004	0	0	0	0	0	0	0	2	0	5	14	0	0	0	2	1	2	0	0	2	1	3	2	0	0	0	0	4	3	1	0	2	0	0	4	0	0	1	3	0	0	2	0	0	0	0	1	2
ZOTU_273	4	11	5	5	5	14	0	0	2	0	0	3	0	1	0	0	2	0	1	5	0	1	1	0	3	3	1	3	7	0	5	4	1	3	2	0	6	3	2	3	2	3	6	4	1	1	2	2
ZOTU_756	2	2	2	2	0	0	0	0	1	0	2	0	2	3	0	2	4	0	23	61	12	35	36	7	49	66	6	22	49	3	19	91	7	46	46	10	167	92	34	43	33	13	82	71	1	5	5	28
ZOTU_3210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	1	5	5	0	5	2	18	20	18	2	3	14	2	4	10	6
ZOTU_96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	268	1	0	18	32	12	7	0
ZOTU_6670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	6	3	4	9	21	24	3	2	1	16
